,userName,content,score,at
92,Anggita Isnabila Wandaniatri,"There's some improvement after the update, but I'm disappointed with some features which I can't search by typing an address that far away from my place (even after I saved it in may ""saved addresses"") just to see how much the fare from one destination to others while I was planning my vacation at other city (but you still can search manually by using ""select via map"")",3,10/8/2023 11:11
93,Muhammad Rezandro,"Edit: I have just recently topup my gopay and it seems like the money never came through to my account, yes I have checked that the account details that I transfered to is mine so there is no mistake on my part, im not sure how to get the money back because I dont want to lose money when I want to topup to my gopay again.",1,12/13/2023 15:30
94,Rahma Hasna Naziha,"Pricey, especially for gofood since you guys adding platform & packaging fee and wouldn't allow to combined vouchers. I also can't use voucher when using mode hemat. Most voucher is for paylater user. I miss the old gofood. Goclub system was keeping me here for a while, but I think it's time to say goodbye. I think the other platform is better now.",1,10/27/2023 3:40
95,owo,When driver reaching and I wait for them. They just cancel on me without any warning . Happens too frequently and made complains about it but seems to have no improvement . Can't even rate to feedback abt driver that cancels on me. Best is that one time there was a driver that cancel on me last min . But I saw in person that the same vehicle picking up another passenger in the same place I'm at. Ridiculous,1,10/25/2023 23:13
96,Ardi Ragil Saputra (Ar),"Everytime open app, in some case on the page. the app cannot respone the touch, but the my screen work normally. my device is itel s23. and must reopen the app to use it again.",2,12/9/2023 12:19
97,Auther 阿德 Neo,"I decided to remove gojek, have tried using but the pre payment thing is very risky. I was being double charged. There is no customer service number to call and no assistance to be found. In the app there is a area where you may make report about it. For this kind of situations. How can I be charge before even completing the trip when your apps says the amount are being hold.",1,10/3/2023 3:49
98,Sheila S,"What a greedy application. Cant cancel food plus subscribtion and no customer service option available to be contacted to. FYI, if you subscribe food plus, other promo that usually there is gone so for the second order the price is same as if u dont subscribe. Dont fall into trap. I want to cancel but theres no button and no customer service opt available!! And the subscribtion will automatically renew. What a domination over peoples money.",1,11/13/2023 5:09
99,Chandrika Rao,Bad app. 2 times the app took my destination address same as my pickup address and I got to know only after the cab arrived . I was not even able to cancel the ride and driver had to complete the trip. So loss of money for me . App is not user friendly and needs lot of revamp,1,11/30/2023 14:16
100,vica limawan,Love the app so much. Its a necessity nowadays. But the qr payment feature fails bigtime. I need to try min 3 times to complete 1 transaction. It says either not connected to network or others. Appreciate if you could fix this problem. Will change scoring after. Tq.,1,11/29/2023 4:21
101,Bing Surjawan,"Very helpfull app. Live tracking of your orders being delivered on the road is amazing. Nothing wrong with the app. BUT you can also see almost all bike drivers don't follow traffic rules and regulation, they go against traffic or make turns where they are not allowed, we can see them driving wrong way on the map! With such a huge armada, you guys should be a pioneer educating your fleet on traffic discipline.",4,11/28/2023 2:40
102,Colin Lister,"When good is good. When bad is Very Bad. Driver take booking 5 minute away, then going other 10, 12, 13 minutes away. Then coming back 10, 8, 7 but stay 7minutes away for nearly 5 minutes. We cancel after 40 minutes. Next gojek car price for same trip 200% more.",2,12/1/2023 4:50
103,Harry Gibson,"Unable to upgrade to gopay plus using a foreign passport. The system doesnt recognize it and automatically rejects it. Customer service only provide automated responses and are otherwise not interested in helping. For foreigners I recommend OVO/Grab instead if you want premium features. After leaving the same review on the GoPay app and following up their customer service response, they said they ""attempted to call me"" then closed the service ticket permanently so I cannot reopen it. Abysmal.",1,11/27/2023 10:44
